City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches last 3 hours,Snow inches last 3 hours
231,Aquiraz,BR,2020-04-20 01:42:36,-3.9,-38.39,82.99,74,20,3.36,few clouds,0.0,0.0
232,Kudahuvadhoo,MV,2020-04-20 01:42:36,2.67,72.89,85.64,71,99,7.87,overcast clouds,0.0,0.0
233,Tocopilla,CL,2020-04-20 01:42:36,-22.09,-70.2,69.75,42,1,2.8,clear sky,0.0,0.0
234,East London,ZA,2020-04-20 01:42:36,-33.02,27.91,76.21,54,0,10.85,clear sky,0.0,0.0
235,Ocean City,US,2020-04-20 01:42:37,39.28,-74.57,53.6,66,1,8.05,clear sky,0.0,0.0
236,Veraval,IN,2020-04-20 01:42:37,20.9,70.37,84.7,51,0,11.9,clear sky,0.0,0.0
237,Isangel,VU,2020-04-20 01:42:37,-19.55,169.27,79.81,82,100,14.52,light rain,2.13,0.0
238,Kedrovyy,RU,2020-04-20 01:42:37,56.17,91.82,37.4,29,57,15.66,broken clouds,0.0,0.0
239,Terrace Bay,CA,2020-04-20 01:42:37,48.78,-87.1,28.31,94,64,13.22,broken clouds,0.0,0.0
240,Santa Isabel Do Rio Negro,BR,2020-04-20 01:42:38,-0.41,-65.02,74.32,88,41,1.63,light rain,0.21,0.0
241,Dingle,PH,2020-04-20 01:37:48,11.0,122.67,89.37,60,98,13.8,light rain,0.31,0.0
242,Henties Bay,NA,2020-04-20 01:42:38,-22.12,14.28,59.0,93,30,3.0,light rain,0.98,0.0
243,Port Elizabeth,ZA,2020-04-20 01:42:38,-33.92,25.57,75.2,38,0,16.11,clear sky,0.0,0.0
244,Burns Lake,CA,2020-04-20 01:41:20,54.23,-125.75,52.45,54,0,5.37,clear sky,0.0,0.0
245,Makakilo City,US,2020-04-20 01:42:39,21.35,-158.09,80.6,69,75,6.93,broken clouds,0.0,0.0
246,Hami,CN,2020-04-20 01:38:44,42.8,93.45,65.8,14,89,10.58,overcast clouds,0.0,0.0
247,Namatanai,PG,2020-04-20 01:42:39,-3.67,152.43,84.02,73,96,5.97,overcast clouds,0.0,0.0
248,Wilmington,US,2020-04-20 01:42:34,34.23,-77.94,63.0,93,1,6.67,clear sky,0.0,0.0
249,Boende,CD,2020-04-20 01:42:40,-0.22,20.87,71.37,87,100,2.37,overcast clouds,0.0,0.0
250,Davila,PH,2020-04-20 01:42:40,18.47,120.58,84.2,83,20,6.93,few clouds,0.0,0.0
251,Kathu,TH,2020-04-20 01:42:40,7.92,98.33,84.2,79,20,8.05,few clouds,0.0,0.0
252,Ucluelet,CA,2020-04-20 01:37:48,48.93,-125.55,61.0,87,75,5.82,broken clouds,0.0,0.0
253,Pudozh,RU,2020-04-20 01:42:41,61.81,36.53,30.49,98,97,3.18,overcast clouds,0.0,0.0
254,Zharkent,KZ,2020-04-20 01:42:41,44.16,80.0,65.26,24,0,8.14,clear sky,0.0,0.0
255,Hilo,US,2020-04-20 01:38:31,19.73,-155.09,80.6,51,1,12.75,clear sky,0.0,0.0
256,Pensacola,US,2020-04-20 01:42:42,30.42,-87.22,75.99,73,40,9.17,scattered clouds,0.0,0.0
257,Kanker,IN,2020-04-20 01:42:42,20.27,81.49,93.18,25,58,4.18,broken clouds,0.0,0.0
258,Palatka,US,2020-04-20 01:42:42,29.65,-81.64,80.01,69,20,9.17,few clouds,0.0,0.0
259,Doctor Juan Leon Mallorquin,PY,2020-04-20 01:42:42,-25.4,-55.27,64.4,82,0,2.39,clear sky,0.0,0.0
260,Piacabucu,BR,2020-04-20 01:42:43,-10.41,-36.43,78.4,86,39,8.01,light rain,0.29,0.0
261,Lata,PT,2020-04-20 01:42:43,40.16,-8.33,53.01,90,100,1.92,overcast clouds,0.0,0.0
262,Tsumeb,NA,2020-04-20 01:42:43,-19.23,17.72,65.88,47,32,7.92,scattered clouds,0.0,0.0
263,Barrow,US,2020-04-20 01:42:43,71.29,-156.79,12.2,78,90,5.82,light snow,0.0,0.0
264,Kasongo-Lunda,CD,2020-04-20 01:42:43,-6.47,16.82,69.96,77,85,0.36,overcast clouds,0.0,0.0
265,Anadyr,RU,2020-04-20 01:42:44,64.75,177.48,19.4,79,20,4.47,few clouds,0.0,0.0
266,Barra Do Garcas,BR,2020-04-20 01:42:44,-15.89,-52.26,73.06,82,100,3.2,light rain,1.01,0.0
267,Guaiuba,BR,2020-04-20 01:42:44,-4.04,-38.64,82.99,74,20,3.36,few clouds,0.0,0.0
268,Fort-Shevchenko,KZ,2020-04-20 01:42:44,44.51,50.26,55.78,62,2,12.93,clear sky,0.0,0.0
269,Alibag,IN,2020-04-20 01:42:45,18.64,72.88,93.0,79,0,3.36,haze,0.0,0.0
270,Stornoway,GB,2020-04-20 01:42:45,58.21,-6.39,35.6,93,0,2.66,clear sky,0.0,0.0
271,Karasjok,NO,2020-04-20 01:42:45,69.47,25.51,42.8,70,69,47.2,broken clouds,0.0,0.0
272,Erzin,TR,2020-04-20 01:42:45,36.96,36.2,61.0,87,40,2.24,scattered clouds,0.0,0.0
273,Korla,CN,2020-04-20 01:42:46,41.76,86.15,63.23,22,85,2.28,overcast clouds,0.0,0.0
274,Beringovskiy,RU,2020-04-20 01:42:46,63.05,179.32,21.47,96,100,17.56,light snow,0.0,0.3
275,Rio Grande,BR,2020-04-20 01:42:46,-32.03,-52.1,64.0,91,0,13.24,clear sky,0.0,0.0
276,Itupiranga,BR,2020-04-20 01:42:46,-5.13,-49.33,78.8,100,86,0.25,light rain,0.51,0.0
277,Baykit,RU,2020-04-20 01:38:25,61.67,96.37,35.87,75,6,4.72,clear sky,0.0,0.0
278,Banda Aceh,ID,2020-04-20 01:38:22,5.56,95.32,85.77,71,23,7.27,few clouds,0.0,0.0
279,Shingu,JP,2020-04-20 01:42:47,33.73,135.98,64.4,93,75,2.24,shower rain,0.0,0.0
280,Puerto Quijarro,BO,2020-04-20 01:42:47,-17.78,-57.77,73.02,86,0,1.81,clear sky,0.0,0.0
281,Tiksi,RU,2020-04-20 01:42:47,71.69,128.87,18.86,92,100,6.04,overcast clouds,0.0,0.0
282,Ketchikan,US,2020-04-20 01:42:48,55.34,-131.65,48.2,81,90,16.11,overcast clouds,0.0,0.0
283,Leh,IN,2020-04-20 01:42:48,34.17,77.58,31.24,20,100,2.44,light snow,0.0,0.11
284,Lagoa,PT,2020-04-20 01:42:48,39.05,-27.98,56.79,60,0,13.04,clear sky,0.0,0.0
285,Nizhniy Chir,RU,2020-04-20 01:42:48,48.36,43.09,46.69,65,100,7.18,overcast clouds,0.0,0.0
286,Blagoveshchenka,RU,2020-04-20 01:42:48,52.83,79.87,58.69,36,2,3.96,clear sky,0.0,0.0
287,Kindia,GN,2020-04-20 01:42:49,10.06,-12.87,73.83,76,24,2.8,light rain,0.3,0.0
288,Moratuwa,LK,2020-04-20 01:42:49,6.77,79.88,77.0,100,12,2.24,few clouds,0.0,0.0
289,Talnakh,RU,2020-04-20 01:42:49,69.49,88.4,37.4,74,99,29.08,overcast clouds,0.0,0.0
290,Businga,CD,2020-04-20 01:42:49,3.33,20.88,72.12,80,91,2.62,overcast clouds,0.0,0.0
291,Dalvik,IS,2020-04-20 01:42:50,65.97,-18.53,44.6,70,20,26.4,few clouds,0.0,0.0
292,Matamoros,MX,2020-04-20 01:42:50,25.53,-103.25,93.2,7,75,11.41,broken clouds,0.0,0.0
293,Port Keats,AU,2020-04-20 01:42:50,-14.25,129.55,90.37,51,56,1.54,broken clouds,0.0,0.0
294,Brae,GB,2020-04-20 01:41:28,60.4,-1.35,44.6,75,0,13.87,clear sky,0.0,0.0
295,Severnyy,RU,2020-04-20 01:42:51,50.68,36.55,37.4,64,99,6.71,overcast clouds,0.0,0.0
296,Nelson Bay,AU,2020-04-20 01:42:51,-32.72,152.15,70.0,49,100,17.22,overcast clouds,0.0,0.0
297,Asau,RO,2020-04-20 01:42:51,46.43,26.4,46.4,75,90,12.75,overcast clouds,0.0,0.0
298,Marzuq,YE,2020-04-20 01:42:51,14.4,46.47,71.55,50,72,2.75,broken clouds,0.0,0.0
299,Saldanha,ZA,2020-04-20 01:42:51,-33.01,17.94,61.95,80,92,16.17,overcast clouds,0.0,0.0
300,Wuda,CN,2020-04-20 01:42:52,39.5,106.71,45.37,26,0,5.73,clear sky,0.0,0.0
301,Kiiu,EE,2020-04-20 01:42:52,59.45,25.38,43.0,86,57,5.82,broken clouds,0.0,0.0
302,Carberry,CA,2020-04-20 01:42:52,49.87,-99.36,50.0,39,90,31.09,overcast clouds,0.0,0.0
303,Kinkala,CG,2020-04-20 01:42:52,-4.36,14.76,69.19,84,72,0.25,light rain,0.11,0.0
304,San Patricio,MX,2020-04-20 01:42:53,19.22,-104.7,75.2,78,5,17.22,clear sky,0.0,0.0
305,Stokmarknes,NO,2020-04-20 01:42:24,68.56,14.91,42.01,89,100,5.01,light rain,0.27,0.0
306,Kishi,NG,2020-04-20 01:42:53,9.08,3.85,76.19,70,100,10.13,overcast clouds,0.0,0.0
307,Chokurdakh,RU,2020-04-20 01:42:53,70.63,147.92,9.68,95,92,11.48,overcast clouds,0.0,0.0
308,Labuhan,ID,2020-04-20 01:42:54,-6.88,112.21,88.03,65,43,2.51,scattered clouds,0.0,0.0
309,Nangong,CN,2020-04-20 01:42:54,37.36,115.37,66.72,22,4,8.88,clear sky,0.0,0.0
310,Khandbari,NP,2020-04-20 01:42:54,27.37,87.2,76.73,28,22,3.02,few clouds,0.0,0.0
311,Berlevag,NO,2020-04-20 01:42:54,70.86,29.09,38.43,78,92,25.57,light rain,0.26,0.0
312,Derzhavinsk,KZ,2020-04-20 01:42:54,51.1,66.32,58.1,52,92,13.33,overcast clouds,0.0,0.0
313,Kodiak,US,2020-04-20 01:42:55,57.79,-152.41,48.2,76,90,11.41,overcast clouds,0.0,0.0
314,Pallasovka,RU,2020-04-20 01:42:55,50.05,46.88,43.12,69,0,4.43,clear sky,0.0,0.0
315,Vostok,RU,2020-04-20 01:42:55,46.49,135.88,47.57,39,100,9.64,overcast clouds,0.0,0.0
316,Erenhot,CN,2020-04-20 01:42:56,43.65,111.98,31.55,44,0,24.45,clear sky,0.0,0.0
317,Coquimbo,CL,2020-04-20 01:41:33,-29.95,-71.34,59.0,93,90,2.24,overcast clouds,0.0,0.0
318,Whyalla,AU,2020-04-20 01:42:56,-33.03,137.58,69.8,60,40,10.29,scattered clouds,0.0,0.0
319,Ornskoldsvik,SE,2020-04-20 01:42:56,63.29,18.72,41.0,65,94,9.17,overcast clouds,0.0,0.0
320,Seredka,RU,2020-04-20 01:42:56,58.16,28.19,35.6,74,70,2.24,broken clouds,0.0,0.0
321,Nome,US,2020-04-20 01:42:57,64.5,-165.41,37.0,93,1,5.82,clear sky,0.0,0.0
322,Trairi,BR,2020-04-20 01:42:57,-3.28,-39.27,78.84,83,8,2.42,clear sky,0.0,0.0
323,Forssa,FI,2020-04-20 01:42:57,60.81,23.62,39.0,77,0,1.99,clear sky,0.0,0.0
324,Ugoofaaru,MV,2020-04-20 01:42:57,5.67,73.0,86.09,71,45,8.75,scattered clouds,0.0,0.0
325,Nieuw Amsterdam,SR,2020-04-20 01:42:58,5.88,-55.08,75.2,100,75,6.93,light intensity shower rain,0.0,0.0
326,Seymchan,RU,2020-04-20 01:42:58,62.88,152.43,14.54,85,100,11.36,overcast clouds,0.0,0.0
327,Tongliao,CN,2020-04-20 01:42:58,43.61,122.27,35.8,80,100,24.63,snow,0.0,2.05
328,Shenjiamen,CN,2020-04-20 01:42:58,29.96,122.3,58.41,74,10,5.14,clear sky,0.0,0.0
329,Waipawa,NZ,2020-04-20 01:42:59,-41.41,175.52,59.0,64,100,7.0,overcast clouds,0.0,0.0
330,Kindu,CD,2020-04-20 01:42:59,-2.95,25.95,69.48,84,96,0.78,overcast clouds,0.0,0.0
331,Kaili,ID,2020-04-20 01:42:59,-3.46,120.21,78.35,60,22,1.05,few clouds,0.0,0.0
332,Belmonte,BR,2020-04-20 01:43:00,-15.86,-38.88,77.0,73,90,5.82,overcast clouds,0.0,0.0
333,Port Augusta,AU,2020-04-20 01:43:00,-32.5,137.77,69.8,60,40,10.29,scattered clouds,0.0,0.0
334,Saint Anthony,US,2020-04-20 01:43:00,45.02,-93.22,46.99,31,1,8.05,clear sky,0.0,0.0
335,Olafsvik,IS,2020-04-20 01:43:00,64.89,-23.71,44.02,92,99,18.61,light rain,0.66,0.0
336,Monastyryshche,UA,2020-04-20 01:43:01,48.99,29.8,34.92,77,0,10.42,clear sky,0.0,0.0
337,Lisakovsk,KZ,2020-04-20 01:43:01,52.54,62.49,45.86,84,100,8.84,light rain,1.73,0.0
338,Penzance,GB,2020-04-20 01:42:22,50.12,-5.54,54.0,87,100,12.75,overcast clouds,0.0,0.0
339,Morehead,US,2020-04-20 01:43:01,37.27,-87.18,53.6,87,90,4.94,overcast clouds,0.0,0.0
340,Syamzha,RU,2020-04-20 01:43:02,60.02,41.06,28.51,97,49,2.62,scattered clouds,0.0,0.0
341,Polyarnyy,RU,2020-04-20 01:43:02,69.2,33.45,35.6,94,75,6.71,broken clouds,0.0,0.0
342,Bathsheba,BB,2020-04-20 01:43:02,13.22,-59.52,80.6,69,20,17.22,few clouds,0.0,0.0
343,Chuy,UY,2020-04-20 01:43:02,-33.7,-53.46,64.47,85,0,9.71,clear sky,0.0,0.0
344,Talcahuano,CL,2020-04-20 01:38:43,-36.72,-73.12,57.2,82,100,9.17,overcast clouds,0.0,0.0
345,Zlotow,PL,2020-04-20 01:43:03,53.36,17.04,35.01,75,0,5.84,clear sky,0.0,0.0
346,Sinnamary,GF,2020-04-20 01:38:07,5.38,-52.95,78.67,86,100,14.65,moderate rain,5.45,0.0
347,Dakar,SN,2020-04-20 01:41:45,14.69,-17.44,68.0,94,0,19.46,clear sky,0.0,0.0
348,San Isidro,PE,2020-04-20 01:43:04,-12.12,-77.05,69.8,77,30,10.29,scattered clouds,0.0,0.0
349,Egvekinot,RU,2020-04-20 01:43:04,66.32,-179.17,12.56,90,92,12.8,overcast clouds,0.0,0.0
350,Badou,TG,2020-04-20 01:43:04,7.58,0.6,74.75,79,96,1.52,overcast clouds,0.0,0.0
351,Bitung,ID,2020-04-20 01:43:04,1.45,125.18,87.8,66,20,3.36,few clouds,0.0,0.0
352,Beyneu,KZ,2020-04-20 01:43:05,45.32,55.2,63.81,48,100,6.17,light rain,0.13,0.0
353,Arica,CL,2020-04-20 01:43:05,-18.48,-70.3,66.2,72,34,2.24,scattered clouds,0.0,0.0
354,Shimoda,JP,2020-04-20 01:43:05,34.67,138.95,52.0,100,75,11.41,light intensity shower rain,0.0,0.0
355,Moerai,PF,2020-04-20 01:43:06,-22.43,-151.33,78.51,77,8,18.57,clear sky,0.0,0.0
356,Abaza,RU,2020-04-20 01:43:06,52.66,90.09,55.94,33,0,0.58,clear sky,0.0,0.0
357,Junnar,IN,2020-04-20 01:43:06,19.2,73.88,88.56,19,0,5.14,clear sky,0.0,0.0
358,Nhulunbuy,AU,2020-04-20 01:43:06,-12.23,136.77,89.6,55,20,11.41,few clouds,0.0,0.0
359,Ancud,CL,2020-04-20 01:43:07,-41.87,-73.82,44.6,93,20,5.79,few clouds,0.0,0.0
360,Kalengwa,ZM,2020-04-20 01:43:07,-13.47,25.0,57.7,68,4,3.89,clear sky,0.0,0.0
361,Acarau,BR,2020-04-20 01:43:07,-2.89,-40.12,76.5,88,33,1.7,scattered clouds,0.0,0.0
362,San Policarpo,PH,2020-04-20 01:43:07,12.18,125.51,83.21,83,59,13.0,light rain,2.28,0.0
363,Oktyabrskoye,RU,2020-04-20 01:43:08,43.06,44.74,37.4,86,3,4.47,clear sky,0.0,0.0
364,Capao Da Canoa,BR,2020-04-20 01:40:47,-29.75,-50.01,65.86,84,1,12.35,clear sky,0.0,0.0
365,Onega,RU,2020-04-20 01:43:08,63.91,38.14,31.86,97,99,4.43,overcast clouds,0.0,0.0
366,Uttaradit,TH,2020-04-20 01:43:08,17.67,100.5,94.15,35,0,5.84,clear sky,0.0,0.0
367,Gorontalo,ID,2020-04-20 01:42:54,0.54,123.06,86.0,68,31,2.93,light rain,1.74,0.0
368,Payo,ID,2020-04-20 01:43:09,-3.75,103.64,88.54,60,26,2.37,scattered clouds,0.0,0.0
369,Pangnirtung,CA,2020-04-20 01:43:09,66.15,-65.71,-0.81,79,18,6.02,few clouds,0.0,0.0
370,Tabou,CI,2020-04-20 01:43:09,4.42,-7.35,79.88,86,100,4.79,light rain,0.82,0.0
371,Mwinilunga,ZM,2020-04-20 01:43:09,-11.74,24.43,57.7,64,17,4.97,few clouds,0.0,0.0
372,Hit,IQ,2020-04-20 01:43:10,33.64,42.83,71.91,36,2,4.81,clear sky,0.0,0.0
373,Cabo San Lucas,MX,2020-04-20 01:43:10,22.89,-109.91,73.99,49,5,5.82,clear sky,0.0,0.0
374,Urucara,BR,2020-04-20 01:43:10,-2.54,-57.76,72.5,97,100,1.1,overcast clouds,0.0,0.0
375,Batsfjord,NO,2020-04-20 01:43:10,70.63,29.72,37.69,79,98,25.66,light rain,0.8,0.0
376,Rameshki,RU,2020-04-20 01:43:11,57.34,36.05,30.07,96,14,5.06,few clouds,0.0,0.0
377,Usevya,TZ,2020-04-20 01:43:11,-7.1,31.23,64.56,70,50,1.9,light rain,0.24,0.0
378,Plyussa,RU,2020-04-20 01:43:11,58.43,29.37,32.7,93,71,4.52,broken clouds,0.0,0.0
379,Mandapeta,IN,2020-04-20 01:39:08,16.87,81.93,86.81,66,26,5.77,scattered clouds,0.0,0.0
380,Balkanabat,TM,2020-04-20 01:43:12,39.51,54.37,69.19,43,0,1.3,clear sky,0.0,0.0
381,Constantine,DZ,2020-04-20 01:43:12,36.37,6.61,60.8,77,75,8.05,broken clouds,0.0,0.0
382,Lucea,JM,2020-04-20 01:43:12,18.45,-78.17,80.6,78,20,3.36,few clouds,0.0,0.0
383,Kiunga,PG,2020-04-20 01:43:13,-6.12,141.29,89.67,63,63,2.84,light rain,1.49,0.0
384,Codrington,AU,2020-04-20 01:43:13,-38.27,141.97,61.39,54,19,21.23,few clouds,0.0,0.0
385,Maldonado,UY,2020-04-20 01:43:14,-34.67,-54.92,66.0,88,0,5.82,clear sky,0.0,0.0
386,Ostrovnoy,RU,2020-04-20 01:43:14,68.05,39.51,24.48,97,46,6.55,scattered clouds,0.0,0.0
387,Wasilla,US,2020-04-20 01:43:14,61.58,-149.44,50.0,66,90,5.82,overcast clouds,0.0,0.0
388,Zdvinsk,RU,2020-04-20 01:43:14,54.7,78.66,53.91,56,3,2.15,clear sky,0.0,0.0
389,Coahuayana,MX,2020-04-20 01:43:15,18.73,-103.68,73.35,82,0,3.44,clear sky,0.0,0.0
390,Homestead,US,2020-04-20 01:43:15,25.47,-80.48,81.0,83,1,6.51,clear sky,0.0,0.0
391,Soyo,AO,2020-04-20 01:43:15,-6.13,12.37,78.85,82,88,2.35,overcast clouds,0.0,0.0
392,Pandan,PH,2020-04-20 01:43:15,14.05,124.17,83.01,73,99,4.47,overcast clouds,0.0,0.0
393,Praya,CV,2020-04-20 01:43:15,14.92,-23.51,69.8,68,40,18.34,scattered clouds,0.0,0.0
394,Oriximina,BR,2020-04-20 01:43:16,-1.77,-55.87,74.26,93,100,0.31,overcast clouds,0.0,0.0
395,Mahon,ES,2020-04-20 01:43:16,39.89,4.27,60.8,100,100,9.17,light rain,0.0,0.0
396,De Haan,BE,2020-04-20 01:43:16,51.27,3.04,50.0,53,0,13.87,clear sky,0.0,0.0
397,Reinosa,ES,2020-04-20 01:43:16,43.0,-4.14,57.2,82,75,5.82,broken clouds,0.0,0.0
398,Lorengau,PG,2020-04-20 01:43:17,-2.02,147.27,84.49,74,33,6.35,light rain,0.66,0.0
399,Cedar City,US,2020-04-20 01:43:17,37.68,-113.06,59.0,47,90,13.87,overcast clouds,0.0,0.0
400,Warrington,GB,2020-04-20 01:43:17,53.39,-2.58,44.01,75,0,8.05,clear sky,0.0,0.0
401,Udachnyy,RU,2020-04-20 01:43:17,66.42,112.4,26.6,35,30,4.47,scattered clouds,0.0,0.0
402,Interlaken,US,2020-04-20 01:43:18,36.95,-121.73,60.01,67,1,11.41,clear sky,0.0,0.0
403,Katobu,ID,2020-04-20 01:43:18,-4.94,122.53,89.13,52,27,2.86,scattered clouds,0.0,0.0
404,Zhuanghe,CN,2020-04-20 01:43:18,39.7,122.99,53.01,46,5,8.99,clear sky,0.0,0.0
405,Chicama,PE,2020-04-20 01:43:18,-7.84,-79.15,73.51,70,7,6.55,clear sky,0.0,0.0
406,Gubkinskiy,RU,2020-04-20 01:43:18,64.43,76.5,37.0,84,22,12.88,few clouds,0.0,0.0
407,Benjamin Hill,MX,2020-04-20 01:43:19,30.17,-111.1,75.99,24,31,3.0,scattered clouds,0.0,0.0
408,Fairbanks,US,2020-04-20 01:40:02,64.84,-147.72,48.0,81,90,3.36,light rain,0.0,0.0
409,Quatre Cocos,MU,2020-04-20 01:43:19,-20.21,57.76,77.0,83,75,12.75,broken clouds,0.0,0.0
410,Sovetskiy,RU,2020-04-20 01:43:20,61.36,63.58,37.85,76,17,5.91,few clouds,0.0,0.0
411,Imbituba,BR,2020-04-20 01:43:20,-28.24,-48.67,64.4,93,2,2.24,clear sky,0.0,0.0
412,Mto Wa Mbu,TZ,2020-04-20 01:43:20,-3.35,35.85,66.85,63,100,2.57,light rain,0.23,0.0
413,Rocha,UY,2020-04-20 01:43:21,-34.48,-54.33,59.86,83,0,6.62,clear sky,0.0,0.0
414,Walvis Bay,NA,2020-04-20 01:43:21,-22.96,14.51,59.0,87,91,9.17,overcast clouds,0.0,0.0
415,Srednekolymsk,RU,2020-04-20 01:43:21,67.45,153.68,16.23,94,100,11.86,light snow,0.0,0.18
416,Nikolskoye,RU,2020-04-20 01:43:22,59.7,30.79,37.0,94,37,4.47,scattered clouds,0.0,0.0
417,Esso,RU,2020-04-20 01:43:22,55.93,158.7,20.43,82,98,11.16,light snow,0.0,0.12
418,Port Blair,IN,2020-04-20 01:43:14,11.67,92.75,84.47,76,46,9.1,light rain,0.68,0.0
419,Sant Cugat Del Valles,ES,2020-04-20 01:43:22,41.47,2.08,61.0,93,90,3.36,light rain,0.76,0.0
420,Koslan,RU,2020-04-20 01:43:23,63.46,48.9,33.71,91,99,4.27,overcast clouds,0.0,0.0
421,Notre-Dame-Du-Lac,CA,2020-04-20 01:43:23,47.61,-68.8,39.99,91,99,4.92,light rain,0.41,0.0
422,Krasnoselkup,RU,2020-04-20 01:43:23,65.7,82.47,36.61,97,100,13.69,light rain,2.15,0.0
423,Vao,NC,2020-04-20 01:43:23,-22.67,167.48,73.98,91,100,14.85,heavy intensity rain,13.27,0.0
424,Inhambane,MZ,2020-04-20 01:38:29,-23.86,35.38,72.72,84,9,9.95,light rain,2.48,0.0
425,Perdoes,BR,2020-04-20 01:43:24,-21.09,-45.09,59.65,73,72,5.53,broken clouds,0.0,0.0
426,Tiznit,MA,2020-04-20 01:43:24,29.58,-9.5,54.28,71,75,5.73,broken clouds,0.0,0.0
427,Iglino,RU,2020-04-20 01:43:24,54.83,56.41,41.0,93,90,4.47,light intensity shower rain,0.0,0.0
428,Bilibino,RU,2020-04-20 01:43:25,68.05,166.44,11.16,84,14,4.5,few clouds,0.0,0.0
429,Sahibganj,IN,2020-04-20 01:43:25,25.25,87.65,90.07,44,36,7.27,scattered clouds,0.0,0.0
430,Karratha,AU,2020-04-20 01:43:25,-20.74,116.85,87.69,51,95,9.84,overcast clouds,0.0,0.0
431,Floro,NO,2020-04-20 01:39:01,61.6,5.03,39.99,86,0,5.82,clear sky,0.0,0.0
432,Saint-Ambroise,CA,2020-04-20 01:43:26,48.55,-71.33,34.0,78,100,5.99,overcast clouds,0.0,0.0
433,Aykhal,RU,2020-04-20 01:43:26,66.0,111.5,26.6,35,7,4.47,clear sky,0.0,0.0
434,Cobija,BO,2020-04-20 01:43:26,-11.03,-68.77,69.8,66,0,2.44,clear sky,0.0,0.0
435,Bambous Virieux,MU,2020-04-20 01:40:13,-20.34,57.76,77.0,83,75,12.75,broken clouds,0.0,0.0
436,Kutum,SD,2020-04-20 01:43:27,14.2,24.67,61.48,19,100,4.03,overcast clouds,0.0,0.0
437,Bryan,US,2020-04-20 01:38:46,30.67,-96.37,80.6,28,1,4.7,clear sky,0.0,0.0
438,Greece,US,2020-04-20 01:42:42,43.21,-77.69,43.0,70,90,10.29,overcast clouds,0.0,0.0
439,Sorland,NO,2020-04-20 01:43:27,67.67,12.69,41.11,97,100,15.23,light rain,0.53,0.0
440,Skibbereen,IE,2020-04-20 01:43:27,51.55,-9.27,46.4,87,29,9.17,scattered clouds,0.0,0.0
441,Dariba,IN,2020-04-20 01:43:28,24.95,74.13,84.52,26,99,3.04,overcast clouds,0.0,0.0
442,Ronne,DK,2020-04-20 01:43:28,55.1,14.71,33.8,80,4,3.36,clear sky,0.0,0.0
443,Mehamn,NO,2020-04-20 01:43:28,71.04,27.85,37.33,79,86,23.87,overcast clouds,0.0,0.0
444,Alexandria,EG,2020-04-20 01:42:47,31.22,29.96,60.06,77,0,4.63,clear sky,0.0,0.0
445,Okhotsk,RU,2020-04-20 01:43:29,59.38,143.3,20.82,82,13,9.82,few clouds,0.0,0.0
446,Cocobeach,GA,2020-04-20 01:43:29,1.0,9.58,84.2,83,40,11.41,thunderstorm,0.0,0.0
447,Kalmunai,LK,2020-04-20 01:43:29,7.42,81.82,85.73,71,28,7.11,light rain,0.5,0.0
448,Carbonia,IT,2020-04-20 01:43:29,39.17,8.52,64.0,82,75,3.36,broken clouds,0.0,0.0
449,Asyut,EG,2020-04-20 01:40:11,27.18,31.18,63.25,47,0,13.67,clear sky,0.0,0.0
450,Maragogi,BR,2020-04-20 01:41:48,-9.01,-35.22,78.94,83,25,7.29,light rain,2.32,0.0
451,Sola,VU,2020-04-20 01:43:30,-13.88,167.55,87.8,79,40,5.82,scattered clouds,0.0,0.0
452,Jinan,CN,2020-04-20 01:43:30,36.67,117.0,64.0,32,0,14.65,clear sky,0.0,0.0
453,Lethem,GY,2020-04-20 01:43:30,3.38,-59.8,80.24,70,92,8.59,light rain,1.35,0.0
454,Marawi,PH,2020-04-20 01:43:31,8.0,124.29,82.49,56,97,2.48,light rain,0.81,0.0
455,Baruun-Urt,MN,2020-04-20 01:43:31,46.68,113.28,26.13,64,92,15.68,light snow,0.0,0.39
456,Sabha,LY,2020-04-20 01:43:31,27.04,14.43,77.22,16,100,18.12,overcast clouds,0.0,0.0
457,Tamala,RU,2020-04-20 01:43:31,52.54,43.25,36.28,78,85,3.36,overcast clouds,0.0,0.0
458,Dekar,BW,2020-04-20 01:43:32,-21.53,21.93,64.09,35,0,8.57,clear sky,0.0,0.0
459,Santa Luzia,BR,2020-04-20 01:40:47,-19.77,-43.85,64.4,82,71,9.17,broken clouds,0.0,0.0
460,Saint-Pierre,RE,2020-04-20 01:40:49,-21.34,55.48,73.4,78,20,12.75,few clouds,0.0,0.0
461,Ponta Delgada,PT,2020-04-20 01:43:32,37.73,-25.67,55.4,71,20,6.93,few clouds,0.0,0.0
462,Maneadero,MX,2020-04-20 01:43:32,31.72,-116.57,62.01,78,100,4.0,overcast clouds,0.0,0.0
463,Kobelyaky,UA,2020-04-20 01:43:33,49.15,34.2,37.42,78,51,11.21,broken clouds,0.0,0.0
464,Faya,SA,2020-04-20 01:43:33,18.39,42.45,66.2,59,98,4.07,light rain,0.97,0.0
465,Saint-Philippe,RE,2020-04-20 01:43:33,-21.36,55.77,73.4,78,75,11.41,broken clouds,0.0,0.0
466,Jadu,LY,2020-04-20 01:43:33,31.95,12.03,66.49,42,46,14.12,scattered clouds,0.0,0.0
467,Santa Cruz,BO,2020-04-20 01:43:24,-17.8,-63.17,73.4,78,0,4.7,clear sky,0.0,0.0
