City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
304,Marsh Harbour,BS,2020-04-18 22:55:25,26.54,-77.06,80.2,77,27,9.01
305,Denpasar,ID,2020-04-18 22:53:30,-8.65,115.22,78.8,100,40,10.29
306,Kosa,RU,2020-04-18 22:55:26,59.94,55.0,32.88,92,100,8.55
307,Tasiilaq,GL,2020-04-18 22:55:26,65.61,-37.64,32.0,95,99,16.11
308,Severo-Kurilsk,RU,2020-04-18 22:52:54,50.68,156.12,34.54,89,22,13.94
309,Cantagallo,CO,2020-04-18 22:55:27,7.38,-73.92,79.2,80,94,3.02
310,Jennings,US,2020-04-18 22:55:27,38.72,-90.26,63.0,27,20,10.29
311,Gilgit,PK,2020-04-18 22:55:27,35.92,74.31,49.05,31,94,1.81
312,Illertissen,DE,2020-04-18 22:55:28,48.22,10.1,53.01,93,40,3.36
313,Hegra,NO,2020-04-18 22:55:28,63.46,11.11,39.0,93,84,5.82
314,Upernavik,GL,2020-04-18 22:55:28,72.79,-56.15,22.95,90,99,14.5
315,Camrose,CA,2020-04-18 22:55:28,53.02,-112.84,42.01,44,32,3.29
316,Miraflores,MX,2020-04-18 22:55:29,19.22,-98.81,84.2,27,90,4.7
317,Prince Rupert,CA,2020-04-18 22:55:29,54.32,-130.32,55.4,60,1,4.7
318,Hambantota,LK,2020-04-18 22:55:29,6.12,81.12,80.44,83,24,5.95
319,Alyangula,AU,2020-04-18 22:55:29,-13.85,136.42,75.2,94,54,5.97
320,Fairbanks,US,2020-04-18 22:55:29,64.84,-147.72,43.0,100,90,3.36
321,Palu,ID,2020-04-18 22:53:13,-0.89,119.87,83.07,66,87,2.21
322,Sinnamary,GF,2020-04-18 22:55:30,5.38,-52.95,80.01,84,67,10.65
323,Kholmogory,RU,2020-04-18 22:55:30,64.22,41.66,35.6,98,40,6.71
324,Porto Novo,BJ,2020-04-18 22:51:08,6.5,2.6,84.2,89,40,9.17
325,Camacupa,AO,2020-04-18 22:55:31,-12.02,17.48,61.25,65,84,2.35
326,Gushi,CN,2020-04-18 22:55:31,34.64,109.58,52.59,62,5,4.7
327,Iqaluit,CA,2020-04-18 22:55:31,63.75,-68.51,5.0,71,20,5.82
328,Taksimo,RU,2020-04-18 22:55:31,56.34,114.88,17.55,77,83,7.2
329,San Patricio,MX,2020-04-18 22:55:32,19.22,-104.7,80.6,83,20,13.87
330,Deputatskiy,RU,2020-04-18 22:55:32,69.3,139.9,-0.53,75,76,2.59
331,Salta,AR,2020-04-18 22:55:32,-24.79,-65.41,69.8,63,20,8.05
332,Tulsipur,NP,2020-04-18 22:55:32,28.13,82.3,79.0,80,40,1.99
333,Show Low,US,2020-04-18 22:55:32,34.25,-110.03,59.0,21,1,20.8
334,Tual,ID,2020-04-18 22:55:33,-5.67,132.75,84.04,75,98,8.05
335,Half Moon Bay,US,2020-04-18 22:55:33,37.46,-122.43,66.0,72,90,9.17
336,Tayu,ID,2020-04-18 22:55:33,-6.54,111.05,80.19,83,89,2.57
337,Ukiah,US,2020-04-18 22:55:33,39.15,-123.21,61.0,59,75,5.82
338,Tarauaca,BR,2020-04-18 22:55:33,-8.16,-70.77,73.04,68,26,1.36
339,Baghdad,IQ,2020-04-18 22:55:34,33.34,44.4,62.6,63,1,4.7
340,Morondava,MG,2020-04-18 22:55:34,-20.28,44.28,76.55,71,0,5.97
341,Marrakesh,MA,2020-04-18 22:55:00,31.63,-8.01,60.8,82,75,8.05
342,Sobolevo,RU,2020-04-18 22:54:08,54.43,31.9,34.38,82,94,8.84
343,Kandla,IN,2020-04-18 22:55:35,23.03,70.22,82.11,47,42,9.37
344,Wattegama,LK,2020-04-18 22:55:35,6.8,81.48,75.45,87,83,1.07
345,Chicama,PE,2020-04-18 22:55:35,-7.84,-79.15,73.71,71,8,6.64
346,Leshukonskoye,RU,2020-04-18 22:55:36,64.9,45.76,30.85,98,84,2.15
347,Nawa,IN,2020-04-18 22:55:36,27.02,75.0,76.53,35,40,8.21
348,Angoche,MZ,2020-04-18 22:55:36,-16.23,39.91,76.37,86,3,7.4
349,Esil,KZ,2020-04-18 22:55:36,51.96,66.4,49.3,70,98,9.57
350,Livingston,GB,2020-04-18 22:52:11,55.9,-3.52,41.0,93,0,5.82
351,Kidal,ML,2020-04-18 22:55:37,18.44,1.41,85.98,11,4,8.21
352,Bara,NG,2020-04-18 22:51:48,10.37,10.73,83.55,12,86,4.07
353,Puerto El Triunfo,SV,2020-04-18 22:55:37,13.28,-88.55,91.4,43,0,6.93
354,Seoul,KR,2020-04-18 22:52:58,37.57,126.98,55.4,71,90,7.0
355,Yar-Sale,RU,2020-04-18 22:55:38,66.83,70.83,34.54,98,99,12.06
356,Samana,DO,2020-04-18 22:55:38,19.21,-69.34,82.4,74,40,4.7
357,Faya,SA,2020-04-18 22:55:38,18.39,42.45,64.4,72,85,6.93
358,Prachin Buri,TH,2020-04-18 22:55:30,14.05,101.37,82.0,75,84,2.08
359,Bereda,ES,2020-04-18 22:51:09,43.27,-7.54,45.59,85,76,0.25
360,Troitsk,RU,2020-04-18 22:55:39,54.1,61.58,38.37,77,79,7.9
361,Oranjemund,NA,2020-04-18 22:51:28,-28.55,16.43,56.84,82,9,2.04
362,Baglung,NP,2020-04-18 22:55:39,28.27,83.59,61.45,28,30,5.91
363,Nganjuk,ID,2020-04-18 22:54:51,-7.61,111.9,78.37,84,100,1.28
364,Samarai,PG,2020-04-18 22:55:40,-10.62,150.67,84.61,69,97,2.93
365,Lorengau,PG,2020-04-18 22:55:40,-2.02,147.27,84.83,69,10,2.62
366,Richards Bay,ZA,2020-04-18 22:55:40,-28.78,32.04,72.46,79,40,8.46
367,Xocali,AZ,2020-04-18 22:55:41,39.91,46.79,52.93,59,96,1.61
368,Talnakh,RU,2020-04-18 22:55:41,69.49,88.4,35.6,80,100,33.55
369,Kabo,CF,2020-04-18 22:55:41,7.7,18.63,79.66,60,81,5.73
370,Manali,IN,2020-04-18 22:55:41,13.17,80.27,84.0,88,20,8.93
371,Sumbe,AO,2020-04-18 22:55:41,-11.21,13.84,78.06,88,95,4.59
372,Agadir,MA,2020-04-18 22:55:42,30.42,-9.6,64.4,82,75,6.93
373,Labuan,MY,2020-04-18 22:54:25,5.28,115.24,78.8,94,75,2.24
374,Ponta Delgada,PT,2020-04-18 22:55:42,37.73,-25.67,62.6,93,75,14.99
375,Moree,AU,2020-04-18 22:55:42,-29.47,149.85,55.4,58,0,5.82
376,Mamallapuram,IN,2020-04-18 22:55:43,12.63,80.17,84.0,88,20,6.85
377,Nadym,RU,2020-04-18 22:51:29,65.53,72.52,34.38,94,100,12.71
378,Concordia,AR,2020-04-18 22:51:26,-31.39,-58.02,72.0,59,0,1.99
379,Luderitz,NA,2020-04-18 22:51:18,-26.65,15.16,57.2,100,4,5.82
380,Ixtapa,MX,2020-04-18 22:52:00,20.7,-105.2,78.8,69,90,16.11
381,Hualmay,PE,2020-04-18 22:51:21,-11.1,-77.61,70.79,78,29,7.43
382,Riberalta,BO,2020-04-18 22:55:44,-10.98,-66.1,70.77,68,89,3.2
383,Redlands,US,2020-04-18 22:55:44,34.06,-117.18,66.0,55,90,9.17
384,Palana,RU,2020-04-18 22:55:44,59.12,159.97,25.7,94,100,15.12
385,Veraval,IN,2020-04-18 22:55:45,20.9,70.37,79.75,57,21,11.61
386,Harnosand,SE,2020-04-18 22:55:45,62.63,17.94,42.01,69,0,10.29
387,Oswego,US,2020-04-18 22:55:45,43.45,-76.15,46.4,31,1,13.87
388,Tecoanapa,MX,2020-04-18 22:55:45,16.52,-98.75,84.18,66,45,8.32
389,Mogadishu,SO,2020-04-18 22:55:45,2.04,45.34,83.32,77,93,9.89
390,Thunder Bay,CA,2020-04-18 22:55:46,48.4,-89.32,50.0,37,75,12.75
391,Havre-Saint-Pierre,CA,2020-04-18 22:55:46,50.23,-63.6,35.6,55,1,8.05
392,Krasnoselkup,RU,2020-04-18 22:55:46,65.7,82.47,37.78,83,100,24.94
393,Tiksi,RU,2020-04-18 22:55:46,71.69,128.87,10.29,85,68,3.94
394,Tanout,NE,2020-04-18 22:55:46,14.97,8.89,79.65,13,13,10.04
395,Boa Vista,BR,2020-04-18 22:55:47,2.82,-60.67,89.6,49,75,9.17
396,Chinhoyi,ZW,2020-04-18 22:55:47,-17.37,30.2,61.7,57,31,4.83
397,Hokitika,NZ,2020-04-18 22:55:47,-42.72,170.97,55.08,71,68,19.55
398,Tuatapere,NZ,2020-04-18 22:55:47,-46.13,167.68,52.0,77,47,8.99
399,Irgakly,RU,2020-04-18 22:55:48,44.36,44.76,49.82,62,96,1.32
400,Businga,CD,2020-04-18 22:55:48,3.33,20.88,70.2,82,68,1.57
401,Szprotawa,PL,2020-04-18 22:55:48,51.57,15.54,46.0,49,48,5.99
402,Salinas,US,2020-04-18 22:55:34,36.68,-121.66,62.6,55,90,9.17
403,Lashio,MM,2020-04-18 22:55:48,22.93,97.75,67.89,43,2,1.01
404,Honiara,SB,2020-04-18 22:55:49,-9.43,159.95,82.4,78,40,2.24
405,Timra,SE,2020-04-18 22:55:49,62.49,17.33,42.01,69,0,10.29
406,Porto Santo,PT,2020-04-18 22:55:49,33.07,-16.34,62.6,67,20,11.41
407,Port-Cartier,CA,2020-04-18 22:55:49,50.03,-66.87,33.01,95,75,13.87
408,Zlobin,HR,2020-04-18 22:55:50,45.29,14.65,53.01,75,100,4.0
409,Kieta,PG,2020-04-18 22:55:50,-6.22,155.63,85.6,64,65,0.92
410,Itoman,JP,2020-04-18 22:55:50,26.12,127.67,75.2,88,75,8.05
411,Hirara,JP,2020-04-18 22:55:50,24.8,125.28,75.2,94,75,10.29
412,Starogard Gdanski,PL,2020-04-18 22:55:51,53.96,18.53,34.0,94,40,3.36
413,Salina,US,2020-04-18 22:55:51,38.84,-97.61,66.2,34,1,13.87
414,Macheng,CN,2020-04-18 22:54:57,31.18,115.03,56.07,81,88,9.31
415,Novaya Bryan,RU,2020-04-18 22:55:51,51.72,108.27,30.2,63,75,11.18
416,Sibolga,ID,2020-04-18 22:55:52,1.74,98.78,77.61,79,80,3.4
417,Chumikan,RU,2020-04-18 22:55:52,54.72,135.31,21.02,94,100,12.17
418,Shitkino,RU,2020-04-18 22:55:52,56.37,98.35,27.91,88,0,5.73
419,Comarapa,BO,2020-04-18 22:55:53,-17.9,-64.48,53.13,48,1,1.05
420,Pipar,IN,2020-04-18 22:55:53,26.39,73.54,78.03,35,97,4.9
421,Ewa Beach,US,2020-04-18 22:55:53,21.32,-158.01,80.6,51,75,4.7
422,Menzelinsk,RU,2020-04-18 22:55:53,55.73,53.1,32.0,81,37,11.18
423,Dunda,TZ,2020-04-18 22:55:53,-8.12,34.25,63.37,65,70,4.43
424,Kitgum,UG,2020-04-18 22:55:54,3.28,32.89,66.72,72,100,4.5
425,Sao Joao Nepomuceno,BR,2020-04-18 22:52:01,-21.54,-43.01,66.88,84,97,2.8
426,Kenai,US,2020-04-18 22:51:01,60.55,-151.26,48.2,86,90,9.17
427,Nargana,PA,2020-04-18 22:55:54,9.44,-78.59,80.33,79,83,11.63
428,Chardara,KZ,2020-04-18 22:55:55,41.25,67.97,55.98,49,12,1.39
429,Flinders,AU,2020-04-18 22:55:55,-34.58,150.86,59.0,76,49,1.99
430,Guarne,CO,2020-04-18 22:54:22,6.28,-75.44,68.0,93,90,3.36
431,Sao Miguel Do Araguaia,BR,2020-04-18 22:55:55,-13.28,-50.16,72.28,87,100,3.98
432,Hobyo,SO,2020-04-18 22:55:55,5.35,48.53,83.7,74,89,10.13
433,Zhuhai,CN,2020-04-18 22:55:56,22.28,113.57,75.2,100,40,6.93
434,Havoysund,NO,2020-04-18 22:51:04,71.0,24.66,37.4,93,100,19.46
435,Sandviken,SE,2020-04-18 22:55:56,60.62,16.77,41.0,62,26,5.01
436,Bonfim,BR,2020-04-18 22:55:56,3.08,-59.95,86.76,45,2,4.81
437,Vao,NC,2020-04-18 22:55:56,-22.67,167.48,76.46,68,48,9.55
438,Coahuayana,MX,2020-04-18 22:55:57,18.73,-103.68,87.8,43,20,11.41
439,Chartres,FR,2020-04-18 22:55:57,48.42,1.5,55.99,89,70,3.0
440,Tazovskiy,RU,2020-04-18 22:55:57,67.47,78.7,35.98,98,100,16.44
441,Wellsford,NZ,2020-04-18 22:55:57,-36.28,174.52,66.99,88,96,3.0
442,Leon Valley,US,2020-04-18 22:55:12,29.5,-98.62,63.0,77,90,4.7
443,Tura,IN,2020-04-18 22:55:58,25.52,90.22,65.77,79,12,1.36
444,Grafton,US,2020-04-18 22:55:58,42.21,-71.69,37.99,93,90,6.93
445,Boditi,ET,2020-04-18 22:55:58,6.97,37.87,57.06,58,100,6.02
446,Wewak,PG,2020-04-18 22:55:59,-3.55,143.63,83.07,74,97,1.81
447,Guatire,VE,2020-04-18 22:55:59,10.48,-66.54,73.99,73,85,2.46
448,Pinheiro,BR,2020-04-18 22:51:04,-2.52,-45.08,74.82,96,98,1.92
449,Nemuro,JP,2020-04-18 22:55:59,43.32,145.57,40.03,79,100,9.22
450,Salvador,SV,2020-04-18 22:53:56,13.83,-88.92,91.4,54,2,12.75
451,Baraya,CO,2020-04-18 22:56:00,3.15,-75.05,86.0,51,40,12.75
452,Gulfport,US,2020-04-18 22:56:00,30.37,-89.09,73.4,83,90,5.82
453,Touros,BR,2020-04-18 22:56:00,-5.2,-35.46,82.4,83,75,3.36
454,Trincomalee,LK,2020-04-18 22:55:29,8.57,81.23,80.47,84,8,6.8
455,Nava,MX,2020-04-18 22:56:01,28.42,-100.77,77.0,65,40,13.87
456,Sevierville,US,2020-04-18 22:51:34,35.87,-83.56,60.01,44,1,9.17
457,Ostersund,SE,2020-04-18 22:56:01,63.18,14.64,36.0,80,7,11.41
458,Souillac,MU,2020-04-18 22:56:01,-20.52,57.52,78.01,78,75,12.75
459,Humaita,BR,2020-04-18 22:56:02,-7.51,-63.02,74.59,93,90,1.83
460,Ontario,US,2020-04-18 22:52:54,34.06,-117.65,64.4,67,90,10.29
461,Kasongo-Lunda,CD,2020-04-18 22:56:02,-6.47,16.82,69.24,79,99,0.69
462,Kathmandu,NP,2020-04-18 22:54:53,27.72,85.32,55.4,93,20,4.7
463,Kyzyl-Suu,KG,2020-04-18 22:56:03,42.34,78.0,38.19,30,25,3.42
464,Majene,ID,2020-04-18 22:56:03,-3.54,118.97,80.96,80,96,2.8
465,Qiongshan,CN,2020-04-18 22:56:03,20.01,110.35,75.2,88,33,6.71
466,Cockburn Town,TC,2020-04-18 22:55:50,21.46,-71.14,78.58,82,32,15.01
467,Puri,IN,2020-04-18 22:56:03,19.8,85.85,75.2,83,40,2.24
468,Piracaia,BR,2020-04-18 22:56:04,-23.05,-46.36,66.2,77,90,8.05
469,Kalaleh,IR,2020-04-18 22:56:04,37.38,55.49,53.6,93,0,1.83
470,Mbanza-Ngungu,CD,2020-04-18 22:56:04,-5.25,14.87,69.06,81,95,3.11
471,College,US,2020-04-18 22:56:04,64.86,-147.8,42.8,93,90,2.06
472,Ife,NG,2020-04-18 22:56:05,7.47,4.57,80.6,83,40,5.82
473,Lavrentiya,RU,2020-04-18 22:56:05,65.58,-171.0,20.88,95,100,9.64
474,Simao,CN,2020-04-18 22:56:05,22.79,100.97,65.8,36,0,0.63
475,Mandera,KE,2020-04-18 22:56:05,3.94,41.87,82.99,15,99,1.99
476,Yako,BF,2020-04-18 22:55:04,12.97,-2.27,89.02,28,37,7.47
477,Coihaique,CL,2020-04-18 22:56:06,-45.58,-72.07,46.4,87,90,6.93
478,Biak,ID,2020-04-18 22:56:06,-0.91,122.88,81.5,73,9,1.9
479,Lazaro Cardenas,MX,2020-04-18 22:56:07,17.96,-102.2,81.37,63,61,8.01
480,Nyaunglebin,MM,2020-04-18 22:56:07,17.95,96.73,73.35,68,0,2.95
481,Aktash,RU,2020-04-18 22:56:07,50.3,87.73,24.96,42,7,3.51
482,De La Paz,PH,2020-04-18 22:56:08,9.7,123.86,80.6,83,20,8.05
483,Marfino,RU,2020-04-18 22:56:08,55.7,37.38,33.8,86,75,8.95
484,Sinop,TR,2020-04-18 22:56:08,41.77,34.87,46.13,56,0,1.36
485,Valparaiso,CL,2020-04-18 22:56:08,-33.04,-71.63,71.6,68,83,13.87
486,Muzhi,RU,2020-04-18 22:56:08,65.37,64.67,33.37,97,99,3.24
487,Adrar,MR,2020-04-18 22:56:09,20.5,-10.07,74.77,35,80,10.36
488,Bhadrak,IN,2020-04-18 22:56:09,21.06,86.51,77.41,89,3,4.7
489,Hovd,MN,2020-04-18 22:56:09,48.01,91.64,34.7,40,1,3.38
490,Vizinga,RU,2020-04-18 22:56:10,61.07,50.1,33.87,94,100,2.95
491,Coromandel,BR,2020-04-18 22:53:55,-18.47,-47.2,66.61,73,100,5.66
492,Atar,MR,2020-04-18 22:56:10,20.52,-13.05,70.0,24,0,10.51
493,Sisimiut,GL,2020-04-18 22:56:10,66.94,-53.67,21.33,93,98,7.43
494,Wanaka,NZ,2020-04-18 22:56:10,-44.7,169.15,47.59,62,84,8.23
495,Patos De Minas,BR,2020-04-18 22:56:11,-18.58,-46.52,67.73,71,94,5.57
496,Tabuk,PH,2020-04-18 22:56:11,17.42,121.44,80.26,72,92,6.6
497,Grand Gaube,MU,2020-04-18 22:56:11,-20.01,57.66,78.01,78,75,12.75
498,Haines Junction,CA,2020-04-18 22:56:11,60.75,-137.51,50.52,39,6,1.19
499,Vuktyl,RU,2020-04-18 22:56:12,63.86,57.31,32.47,93,100,4.61
500,Mecca,SA,2020-04-18 22:56:12,21.43,39.83,75.13,47,100,1.41
501,Pacifica,US,2020-04-18 22:56:12,37.61,-122.49,64.0,72,90,9.17
502,Malangali,TZ,2020-04-18 22:56:12,-8.57,34.85,62.96,57,80,9.53
503,Sawtell,AU,2020-04-18 22:56:13,-30.38,153.1,68.0,77,75,3.36
504,Kirakira,SB,2020-04-18 22:56:13,-10.45,161.92,85.03,67,99,1.3
505,Havelock,US,2020-04-18 22:56:13,34.88,-76.9,68.0,50,1,1.99
506,Debre Sina,ET,2020-04-18 22:56:13,9.85,39.77,51.12,56,100,3.53
507,Buckeye,US,2020-04-18 22:52:03,33.37,-112.58,81.0,20,0,11.41
508,Utraula,IN,2020-04-18 22:56:14,27.32,82.42,75.06,43,20,7.02
509,Jaque,PA,2020-04-18 22:56:14,7.52,-78.17,79.34,82,88,1.86
510,Sorland,NO,2020-04-18 22:56:14,67.67,12.69,40.77,91,100,11.61
511,West Wendover,US,2020-04-18 22:56:14,40.74,-114.07,64.4,22,90,6.93
512,Ananindeua,BR,2020-04-18 22:56:14,-1.37,-48.37,78.8,94,40,3.36
513,Minot,US,2020-04-18 22:56:15,48.23,-101.3,48.2,39,90,24.16
514,Gimli,CA,2020-04-18 22:52:05,50.63,-96.99,35.01,60,96,10.0
515,Balikpapan,ID,2020-04-18 22:56:15,-1.27,116.83,78.8,88,20,3.36
516,Port Blair,IN,2020-04-18 22:56:15,11.67,92.75,83.28,74,17,6.06
517,Kuryk,KZ,2020-04-18 22:56:16,43.2,51.65,53.83,70,63,1.03
518,Poum,NC,2020-04-18 22:56:16,-20.23,164.02,78.94,75,52,12.77
519,Batsfjord,NO,2020-04-18 22:56:16,70.63,29.72,31.14,94,94,10.78
520,Sept-Iles,CA,2020-04-18 22:51:35,50.2,-66.38,33.01,94,75,13.87
521,Kui Buri,TH,2020-04-18 22:56:16,12.08,99.85,80.04,79,60,3.47
522,Cherskiy,RU,2020-04-18 22:56:17,68.75,161.3,7.32,88,22,8.97
523,Vardo,NO,2020-04-18 22:56:17,70.37,31.11,36.64,81,90,18.32
524,Suyan,PH,2020-04-18 22:56:17,6.06,125.39,85.24,54,76,4.16
525,Kysyl-Syr,RU,2020-04-18 22:56:17,63.9,122.76,9.57,90,17,6.38
526,Buta,CD,2020-04-18 22:56:18,2.79,24.73,69.66,85,77,1.99
527,Medvezhyegorsk,RU,2020-04-18 22:56:18,62.92,34.47,32.56,94,98,7.14
528,Beaufort,MY,2020-04-18 22:56:18,5.35,115.75,78.8,94,75,2.24
529,Port Augusta,AU,2020-04-18 22:56:19,-32.5,137.77,57.99,93,11,3.36
530,La Ronge,CA,2020-04-18 22:56:19,55.1,-105.28,32.0,81,75,13.87
531,Dekalb,US,2020-04-18 22:56:19,33.75,-84.23,69.01,34,1,9.17
532,Dali,CN,2020-04-18 22:56:19,25.7,100.18,53.56,43,3,3.56
533,Manavalakurichi,IN,2020-04-18 22:56:20,8.13,77.3,84.2,79,40,5.82
534,Dabat,ET,2020-04-18 22:56:20,12.98,37.77,59.02,12,91,3.42
535,Diapaga,BF,2020-04-18 22:56:20,12.07,1.79,89.1,21,67,5.82
536,Inuvik,CA,2020-04-18 22:56:20,68.35,-133.72,23.0,67,75,5.82
537,Bishop Auckland,GB,2020-04-18 22:56:21,54.66,-1.68,41.0,93,22,4.05
538,Muli,MV,2020-04-18 22:56:18,2.92,73.57,84.07,79,64,12.37
539,Saldanha,ZA,2020-04-18 22:56:21,-33.01,17.94,66.2,48,96,4.7
540,Zyryanka,RU,2020-04-18 22:56:21,65.75,150.85,4.35,92,100,21.5
541,Karratha,AU,2020-04-18 22:56:21,-20.74,116.85,84.7,49,89,7.85
542,Nantucket,US,2020-04-18 22:56:22,41.28,-70.1,39.99,93,90,24.16
543,Mezotur,HU,2020-04-18 22:56:22,47.0,20.63,54.0,71,92,2.24
544,Praia,CV,2020-04-18 22:53:33,14.92,-23.51,73.4,60,40,21.92
545,Balclutha,NZ,2020-04-18 22:56:22,-46.23,169.75,54.0,63,79,8.01
546,Vicuna,CL,2020-04-18 22:56:23,-30.03,-70.71,60.8,82,20,10.29
547,Crepy-En-Valois,FR,2020-04-18 22:56:23,49.23,2.89,55.4,82,23,6.93
548,Shimoda,JP,2020-04-18 22:55:58,34.67,138.95,63.0,63,0,3.0
549,Herbertpur,IN,2020-04-18 22:56:24,30.45,77.73,68.4,39,17,6.98
550,Monte Alegre,BR,2020-04-18 22:56:24,-2.01,-54.07,75.69,93,84,1.86
551,Sitka,US,2020-04-18 22:51:45,57.05,-135.33,48.2,81,40,4.7
552,Yumen,CN,2020-04-18 22:56:24,40.28,97.2,50.04,24,96,15.08
553,Sorong,ID,2020-04-18 22:56:25,-0.88,131.25,85.05,71,72,0.94
554,Yulara,AU,2020-04-18 22:56:25,-25.24,130.99,64.4,48,22,8.05
555,Kuytun,RU,2020-04-18 22:56:25,54.34,101.5,27.18,79,19,8.88
556,Poyarkovo,RU,2020-04-18 22:56:25,49.6,128.68,60.85,30,100,22.03
557,Saint-Pierre,RE,2020-04-18 22:56:25,-21.34,55.48,77.0,83,20,19.46
558,Dickinson,US,2020-04-18 22:56:26,29.46,-95.05,71.01,94,90,11.41
559,Ceyhan,TR,2020-04-18 22:56:26,37.02,35.82,64.99,93,46,4.7
560,Manono,CD,2020-04-18 22:56:26,-7.3,27.42,69.71,81,100,3.33
561,Nago,JP,2020-04-18 22:56:26,26.59,127.98,71.6,94,1,8.05
